"id_cliente_enc","n_tickets"
"0d4b43e04b728e9aa68a5addfb644cd1",1
"0d4d5f5914acd93e31b0c8115752946f",1
"0d4d8a9bc468e7e3b88eb4177721f13d",1
"0d4fb5a76939d3816a6752c3aa214c40",4
"0d52ad5587360e2d0a21135a7e7c6306",2
"0d531a8ba8668d9b69d0ddfa7e9cca30",3
"0d56aafaacfdf94e4a47b2074b48af43",6
"0d5788c5f17a538c726d849048576ac6",1
"0d58655362ce1be258092e2b32ef60f6",2
"0d5874234271acc0c9c9ee4f6c82c3bd",2
"0d597e60438a14318458f5946eb683cc",1
"0d5c730ba8b052ac0fba1404ace85a4f",3
"0d64988fad64417b34180914c7a5bcb4",10
"0d654669ab00564b71c8bced45891540",1
"0d67338b748be3704d1bdfcd68229931",3
"0d680d3fbbf8ba6cada59e064ee7cb96",1
"0d68ee898b8c4264e868e485e229d8c5",1
"0d695df3f86649e4aba553cc7ad3369c",4
"0d69b4289a2383a769f9aaec0b6550c3",1
"0d6a10cdb836313a2906ca0d9e3f7c36",3
"0d6adee0e738359d8afe7995d65dac77",3
"0d6c6c7af8cf912aeff5b0026e070443",1
"0d6c824a7248691f3ec9da41f629d881",12
"0d6e6691117e8a3a329ad8324bd75402",11
"0d70246311cd643127dba090f368a74f",1
"0d714b537fef8294cd3d1504459915b6",4
"0d725ac3dcb10083dac84e8f01d8238f",4
"0d77606fc36c6584fc6453e9a84a9461",2
"0d793e271087bc7a5fa687488adeedb5",3
"0d7bbdb188844ef4784f2a3ffa139e0f",1
"0d7cff9a054e6302e38bd8c6e9d62397",1
"0d7d44e9e46ad06a21936581b6688da5",2
"0d7f113b992ac52401513dbccad0ab4a",5
"0d7f4d517d6fb2cad4def0c6912e789f",2
"0d7f7ea5d00b5b0758942e0f2109b064",9
"0d81c404bdd7872d9b28b827b9c5d866",4
"0d8248ff571e1a689bdf6bf33a86816d",4
"0d82a96aed73bda527abeb15cdd9f7d2",3
"0d85da23b6b8f9034626201756a2de5d",1
"0d890fee565f425db4539add82104068",4
"0d893a0f1eb8ac99caa726fec1ce5bc3",4
"0d89d2bd0939d19d83f00c9f15a48954",2
"0d8fb6aaa950ac2d59aab187dea61438",3
"0d905abdfa396688ae55223c68d602f3",7
"0d91e80768d6c074c0b51078ed08db7e",1
"0d91f99f86083cb49aa41fe9c7c51c7e",1
"0d92b489f069a2030c4be270961ad80c",1
"0d937cf02dd68960997d0280306d5e4b",8
"0d9436375e58653f818ae90c9ae54c48",2
"0d954bb17699f316344e312802c71445",4
"0d95d171d6038549e8464cbcd8d551c4",3
"0d9653a3f3465d8ff5d8c375b8c3890f",1
"0d9694a942f1ac591fd6e8e5fec85fcb",2
"0d97a72a2d90ff44ac3e3e13b7bdf048",1
"0d9a8ce6ba2116d6cd324a220a816b8b",1
"0d9c8339a071f6723924a8707085a339",2
"0d9d074ee741b0fa1b012802cd7ce30b",12
"0d9ddc3f6385db17443454011a43a7ff",3
"0d9e67e323c81dc700f7bba2cd1fb1de",5
"0da05b531930fe94b031c3ba2bd97c7b",1
"0da51eae459c36300a6532a3d84b224f",5
"0da7ad9d50561d93b66beb93ea1804b1",1
"0da7b236adecf1d258850396fe48f1b6",1
"0dac1b7b6748f328eb3bccbc2dce6c02",5
"0dad822cce4d36cb7e6b37993d8f8833",9
"0db42f55edd9051544475e910932d6fd",2
"0db50a338aaa63eddce065393035ee5b",5
"0db7b6d080d98b66fa75383e626418fb",2
"0db7cad4bc65b46a26b9e02a33608a62",1
"0db8387a223e1e4d2e70cbd5462c3a25",2
"0db89bfdcb73b645a1f2fb40af8ab62e",5
"0db90b8cb6b3981df4eded526674d585",2
"0db9b587cc577b442c5a2175f00dea86",1
"0dba3bd838f80ecf9ffad7109f9505bf",13
"0dbe30f17403c4d5c695d29b20c615d3",1
"0dc2074beedf2324f69667803aa36fe3",2
"0dc23e356a1446927015494b4b89c097",1
"0dc2650b485bc325b8367a27556c3a99",2
"0dc3873c4e3bae83ce11514ed9d39be1",2
"0dc47f1c4b6472ffe685db7ae3b162a1",2
"0dc54bbc1814d4df096f93d6ead4f3e0",2
"0dc67bf7870fcea680257fd217ab2d42",1
"0dc9803510d054051862dae3cf75779a",1
"0dca31025438b30839ab1c84aa18e6a0",1
"0dcdb87f27a2ec1a3e258d1ba0b003e1",13
"0dceac2e9e315e027a9e23abbac4c692",2
"0dd0dfddec25ea39813de28ae2687d57",1
"0dd0f4099ed8d0d2207494edd9d69d1e",2
"0dd1e66433ff6e2152e90c31a392dda4",6
"0dd42ab63e4f67461704ae141234ca62",1
"0dd4a4a082ef382fb415c0a25e238f14",6
"0dd5f6db354337027bf4dae8b9804c43",4
"0ddaab4b792bb116a3758ceb1b781fde",2
"0ddba9437a77bd7584c3539f7bc23f0a",18
"0ddbb75ec2fed177f034c50c0feab011",3
"0ddcb384d8c15ebb9c7a0269c3743ba7",2
"0de043a6319c9f20bc0f4b4c3891e68f",1
"0de2f180939146422a1dfc4b44c11746",1
"0de473fd87a4c4c4d075333cae8fdd96",1
"0de4ee2bf7953dc9fbab47ca23019789",2
"0de70c3702470510d0b20bc8ee7a6fd9",3
"0de7e6ec96f12c92dfc8b6fdd7ce04e3",14
"0de9f6d9710322dd4f8ebf6cecb37521",1
"0deae5e2d1d28e26e77a1867bd8753fa",7
"0deb7fe7bafd6d94707dd9943f45858e",4
"0decaec1e74e3769036e966f14f17d59",2
"0decd1018f4167ae9f8781846bd3f084",6
"0dee158e59de5d52f63f92ded973abee",1
"0deea0d089327f55c5fb5ce689cea9a0",1
"0def1dd7785130cb69fed1416bc7dc29",5
"0df0f3f474863b5199822e9188c176d4",2
"0df29bf5893f9c1ac5716284e0cfa98d",3
"0df2b57612442d509995025b0d2937a2",4
"0df42559dfb77db3176d745de81b1b1a",8
"0df543193cad1b918bb6817418f84eb0",1
"0df54b86449fb4c6247f875a3c696330",2
"0df5d8caf770c93e656a9ab5e36d34a7",2
"0df81368be5792305b3f4b304a507177",1
"0df8d16b2c8174ac4a89c21c68784bc1",6
"0df99241598568a0f42eb600d04841c2",12
"0df9face69551e11cdff51c118813bdf",2
"0dfa6018b38f5e29d60d2a62988b365f",10
"0dfb0aafd7aeaaa5fb38b2f318015dc3",4
"0dfb6e4ff901d22be9a34a63900056c1",4
"0dfd11dd361c4b10f94f3f9f9227ad98",3
"0dfdbfbe4891bd91d6b3bc13d80b3837",1
"0dfef9f10f3f2096112c615483d94195",1
"0dff2029223a4a7f7d11ca471b0ad6a5",4
"0e018702bf81633400db99fb7ee53f18",4
"0e02b8b0738643027723b78e4924ec9d",1
"0e03cfdbdb75e62b113e7d748887b75e",1
"0e049dc11b80379193e9f5a496db0879",4
"0e04ba3ca4b174519ca2e4eb40dd8c06",2
"0e0580aa6bea61ddc9f75adaf8d26a96",4
"0e0633128dea4e8f9301ce61c40b5273",3
"0e06a809b721c69326745300e78ce2c8",1
"0e0770bd0f685ead30b25faa2fecfb0e",1
"0e0966c8b36b267d6e3c91dc83f7f4f5",1
"0e0991424aa00edca328f99740af5f95",2
"0e0a4ac39904ea66bf7b9f815f67de82",2
"0e0ccbdc0226eb452396d4478f421d78",3
"0e0eac6b0dadf1c5e0b69261044d5693",1
"0e10366bdd6a48cf50c1dfd09b5c1db2",18
"0e1041ab40e5b86db5136f0f0873c0ff",3
"0e108bcb471eb1dfe0640590450d3928",3
"0e11366f4869ed9dbdd84d725ef7b5ff",1
"0e13148abaf09d53075d46a0ad26f837",2
"0e15bb1264e395f67bd05f354ce1574b",1
"0e19218628b139c6ac162a52cd57c519",1
"0e1926393035883374aee0bc4281d67a",1
"0e1adb05d947bf5ee444ecff4049918e",4
"0e1bc66620fb6ff2bac4a7e5fb96c8d2",8
"0e1c90abe1a17eeffff53b22ab17af1d",3
"0e1d82cccd07d5f044111b3a42784c08",1
"0e1dc6a718759b1241bf50e041fe67be",2
"0e1dfb5177f3b17ae334ed6957c3f0f2",2
"0e1eb24056c32a3f4800339c90615b14",1
"0e1f8b09687fd6644cd91ced5fc9a8f3",1
"0e232854072803c4d8ae1efda4d0bbe0",2
"0e24de51341362b84717e8b6fc4847eb",4
"0e25efc37f82dc694bacd06fe9f76f7c",3
"0e262a2d4f928cb1c76280084b758d12",1
"0e277b6f25c9511910613c892e1ab0b7",1
"0e2971ab1bb7cd8e8ba2566e82bec625",1
"0e2a4f3e021011c459cc660399127513",2
"0e2d35f12a076dc7b788b00d5d60f533",13
"0e2e9dfa74dd46e2a55e437dbad09a41",16
"0e2f1d7d1c8d3382aebfedfdf7e54090",8
"0e2f7dc2ac5ab7b808671fd9a322bd8a",4
"0e2faab4f9a36aa96ddcd7c65a063e6f",1
"0e311fcb5a5d4e9408d3e626f101a074",1
"0e34962b6abb7c227ec1f00116bce69d",3
"0e375b955cba048f33991fe8923bacea",5
"0e3909f7d289546cffd28c684434a4a1",1
"0e3ed3c3f82ea30c52167356a24b3376",9
"0e41ba39cee9ca9e1a14432b393226ce",2
"0e42fac52c694ba72285f5e28c173410",13
"0e434f0d3629c28a12faf520fca4a18c",3
"0e4500e30cd4a561f21745dff9fae4e9",7
"0e462523d2b1b25335d2efa2ae0b6dd1",1
"0e489d0e97ec78c4f5c773178fd73b6a",12
"0e4a608a37d42869d2de8c81b166cd38",4
"0e4d394c1d2cad16c9b93e7514e086da",3
"0e4e82fc98258e46673ce85c7d83601e",5
"0e501fcaaedec18209073881b12688da",2
"0e50e1ceaf96e554cb215cbd7532abde",2
"0e52ecc9772dfbb349459d5084011f70",1
"0e590e5cfdb4df8b6e73cb10c179501b",1
"0e5b1dccad9633fde847a6d1ce985db5",1
"0e5b86ee21f384f5e1673b65d490058e",1
"0e5ba87d284d3dadb1d54773d594a877",3
"0e5d40da8421e48c8ea9e6afe37208bf",1
"0e5d60de8a2543bba8f68ea348bfc77e",2
"0e5ffce9a347c699ddc4c1028cd9c0ff",3
"0e60eed0f6bac5e3f965a447319ff402",8
"0e614dd70acc75006bfa33ada66f2f53",1
"0e62055c0df417e53f4959afe4861ce9",1
"0e628e115f452ac99e5ad4982d772b0a",11
"0e6345cdbde0e30bf1531f3ac77c17b1",2
"0e64140b6a88cffb8dc83c75a93f532c",2
"0e67c381755bd66237256e01d6a6f4d5",2
"0e6878285ddb3645c3b946c02d84964c",2
"0e6959750e4cef720644ba0541d6d99d",1
"0e69f854daebcc1365accc57dd03ea45",2
"0e69fac646b0e35c075b789ea7e456bb",1
"0e6a2b28e1652408cdae3cd6500e9ce6",19
"0e6a40353e867e7b34a1d041d65451d2",1
"0e6c26ea229f21de53d5a3eb0013fb67",1
"0e6d5e9bf55a83854d8bfdf153ab3729",2
"0e6e200d63df289ae8d3c42f2e90d758",2
"0e6ec85302c20256cdc5a875777c04df",3
"0e705d2fa8b3465a70963ffc5ecf33ac",1
"0e74f3d5016e4dc716a92ef98241ea0e",1
"0e7759546a0f4ecc0b9a3cf339c7cefe",2
"0e797e81139896273196019042141c9d",3
"0e7e5b5d09f2cb24ca0dab0a77340d31",2
"0e810db2b80e868ea702d171ed96e0f5",2
"0e8149a37a2dacf8aca4a37abc143a8b",1
"0e81b572b0a6e4547b412b45d60dceb7",4
"0e82060c4939cffce68cd456cff10062",3
"0e8322564a999472dad9dedfc3f4176d",3
"0e83732723523f82996932a450f1c872",12
"0e8471bb16b99465884fee4c99b6eee7",13
"0e871d2a10f9fa04794d991ee81cc16f",1
"0e88ed86e2f1ed62afb6d0948241a160",3
"0e8904daaceed26db2f83966786b1892",4
"0e89840d9666498b60fb3791f1b67221",11
"0e89ccf48c1e1930187b9eb6de48ae4b",8
"0e8c00b3c4c9711f03caef32d329c071",4
"0e8d3d98a311288f0bd23787d725c2ec",2
"0e8ebf580f03135bbab6abc093f84829",1
"0e8fb0c60b69a26806d1f1c2e978e242",4
"0e91851835ae1de6dff61245e7fbe60c",1
"0e94817ae2b1b451563d3b9f42e21e37",2
"0e989973655ffc697a10cc845a4bd798",3
"0e99e4f33655341a5541121cff8804f5",1
"0e9c94753369137226693a3aa35c78cf",4
"0e9fc0fb33703a7390b7e46640d8ba3d",2
"0ea708d3829661b47336b606b3d6fcab",1
"0ea76133990f7541f89e24c2551e1ad6",2
"0ea7ea792b9d340ffd67a4268066ebe2",1
"0ea89222a42e55976e3577fcbb95a292",4
"0ea9b3d9036c6ed6d9df3853eb1f4c9f",1
"0eab8e8a51c53d104c3af9ec8880c53b",3
"0eabbe2acb17881c86221abe03c03a62",1
"0eae8efe2c95992d4992c60cb17650cd",1
"0eaf211d9314f2170db85cf4973594ef",5
"0eaf9e29507c6aa9044d246f1411e9d9",1
"0eb099a993f7e6f58c1bfd0ff2544c71",6
"0eb5c62c3779221240eb15d6b82e6375",3
"0eb647250fdb7c566bcac21fb982b6a3",4
"0eb64a78ae7032380a0200686e1e3f3d",2
"0eb81dfa16732fd4843d1ce388135b4a",3
"0eb9d88f209e06d5424844b837db2b02",6
"0ebab71c1030e64d8bd729e2e407573a",1
"0ebd276cbda16799c4f2fc207a0f2a10",6
"0ebd353c63a076ed58722db68279fbad",16
"0ebe40355dd042aff6ba229ad471ecac",2
"0ebeb630073d06b93782ef0d6959db98",2
"0ec1d606c6d5f6d228cbfae116c760ef",1
"0ec27a348200461ee54182cde485df5c",1
"0ec3087da96d91051bc84714cb29cd9a",3
"0ec3ebeefc828e37ba854e99afbcd430",1
"0ec7f3f294d52ba37540a85d05b63940",2
"0ec83e47bd75c821b9c88299581f0c44",7
"0ec8c2820d096a35b68dcf48379be2cc",2
"0ec8ceb5812b9efe8ff096618c501ccd",1
"0ec9094103b652c5ba73389ff20bf2db",1
"0ec9456b026c6aae00be40b7bf1a022e",6
"0ec9c1d8fa09dc539d2c56d28e3fb12e",3
"0ecae6c8f343da8cf725ed8b6a78f87d",9
"0ecc9b4a54dc0ec385e4a32d984e08a0",1
"0ece13fe207601ae8fbea90499f41095",2
"0ecf94029bdc0bc42adba80474ff49f9",2
"0ed2609ab0d4536254cc4d8f271fb320",2
"0ed3512a54b359f429e4fffc013fb004",2
"0ed4bf57d86017a1620883a0800a3c38",3
"0ed6da5b3eddfa5290ed85e8a2d558ce",4
"0ed741e54cc107fbfc2181ff7c15f8e1",14
"0edcd103528029f406206c0b8c8a1a79",3
"0edf80f75a60dbfac8124642a346bc4f",6
"0edfb60a04766e1421414c27a4ebf09f",2
"0edfb8b67749fc2c7aa29a37f7811434",4
"0edff4c915b7b4f24d7bbaad6e92ba0a",7
"0ee0e2ffa1f6871aaa53c9edbcdac60b",1
"0ee112481788ad1e86e0056255adf75b",1
"0ee1ace30c4b0362560c6ed90fbfb082",3
"0ee497da8713390969548a314d459e95",2
"0ee5424766d7dacf3a0b509345ffbaaf",1
"0ee83203934caec1e839b2d9c471f694",1
"0ee8440b14f02e0596f01fcd44bd68ab",1
"0ee8ea86a7439ee5666d8848798a90f3",1
"0eeae06da39b967c4bd8f9d6587f7b2d",4
"0eeba85295b809d09a26ed4cfbe6ba15",1
"0eed0c375bb13097d9cc0f9c6b2554c0",1
"0eed509eecf6373883883e392793ae85",3
"0eeeebda46546272da0b822de0b5dd9d",1
"0ef084c80c4800f5f2f093fc4d2b45f4",2
"0ef49a27c3ba8e412f63dfe06c7e45b5",7
"0ef6dc79f2fdba21e3eeedeb4d8537fd",1
"0ef999bea5094c46f0a6a2ed7e2ef8e7",1
"0efa403d519d55c26a90974fe96ac6d1",4
"0efb2ae86cde42cc9159d35e228e4678",3
"0efdcdd5228697c622a2c7f8c58ac31d",3
"0efe6647d4a9ff2c5b07c683ed73465a",1
"0efeadc251f3d33cb78205c02717e1b1",13
"0f03419cc99e948002b097e7a2dc7a96",3
"0f03fd53014e3431ddfeb8ef223d5f05",2
"0f04e6a564d484853ab342e6e92c8b2f",1
"0f05d891678237e0289a04e579df54c2",3
"0f06898b3ad6d4a4e40d34d8369602e5",6
"0f09e838b861772b01880428228dc756",1
"0f0a5453c44ccddafdac64b6e9fdb9d5",2
"0f0b76888f058244e726d0224f01ec8b",1
"0f0c6249526db99b0ef1b4cdd1f8002c",1
"0f0dc209ef622ebdad97ebb6b9f2f1d5",4
"0f0f0cb94584cb8dd1fa9fc8b6d2a2d5",1
"0f1017d69bbae9974589513c1c49da72",3
"0f1067075aa9d0b96d5dc9ac0e9ef105",4
"0f116642d437a97592569d86a664d9cf",2
"0f121f37634fa9451f6d5cf8de1d7e88",1
"0f131c28f46c628cf82dd7f8e0a6f411",3
"0f179ad787b255562855a7ca26ba178c",9
"0f1a339a49615fd27cc7b7e3b5ae82d0",2
"0f1a69baff9a5f7dab7470ee61a4c621",1
"0f1bcb76422cf5d8a7e98a52d29aed0c",1
"0f1c17f7e577fe8b0a100f63caea4d66",1
"0f1c367714fc049f75576165fb880990",2
"0f1d95528ac180e4afcecb7bf7c0a03d",1
"0f1f10f88e9a62c7148f5fb5bbdfe7da",5
"0f216c6b998a9ac0a8b2dfa8fc8a35b4",1
"0f227f689c0de53f6e815c2744ab7079",2
"0f22b9e62256040c8b1fbee18e9a1ac2",6
"0f22d28dfc36addee43d1e52f2187301",1
"0f245174f6153da2b33e9989b97932ce",1
"0f24c828b7533b8249aec5aa608b7dfa",3
"0f251568febb02f9961c62279b53dd1e",2
"0f25ff1f452d5601fa939a506a7aed55",1
"0f281c614d5da38b069eb613ac6cc2f1",1
"0f29eb0d55e32d7f4fc903fa8e6c5a69",2
"0f2caa938dc8322afbed07862bfe043e",2
"0f2d5100733f7cfeec94c525a13066ae",2
"0f2dc044aa0afe4f18277547ce02a35e",1
"0f2e02599df6d7ff870f0a78f48ce9ed",3
"0f2f8dedbb65d5f57581b657767305fb",1
"0f2fc227c044d2ad0d357d26f663a15e",2
"0f300552f65029a439a9f2caf6491935",5
"0f311809c12890f67ded04dd3396b838",2
"0f31e4f5cb20264d49b5887b9ebbfcd7",1
"0f3355a60e352c9a09c5514835baca40",1
"0f35c3135980ee81bdd3b2689b550683",3
"0f367b7eb8538b0fca46ba20049fd82a",1
"0f36c6b6b4616b2a15e7bbb9c1e23679",1
"0f371d448625ceee42dcee88e78ff652",1
"0f38340b0d889ff8dbc36fc0b5764a2a",6
"0f389ad98ae4be79ae5da50c809cbfce",3
"0f395d90cc4c80ab86dd0be43dbee64f",2
"0f3c7fc08c6bde96cd719f16867a7fed",7
"0f3cab05dbf4b105dde80871ef63de3d",5
"0f3cec6187a4fe9c5c08fd62f298c078",2
"0f3e64db4696df26d722ed960ddbccc2",4
"0f40b6e48b42aa8c10e30327a5dba667",2
"0f43ac054767ba060bf9a74ca6ef6d3a",4
"0f459aad9ad208920cf33725c5081d16",1
"0f4a66b0fb99cbf4a1bf8d3af3fe5cd5",5
"0f4b1cac30ded20bd29db1a450e875ab",1
"0f4be644ac64d8f8af1615a2e3dc2aae",1
"0f4c54288b7b6e2f43922cc809e9f10e",2
"0f4f645c79ab956dd9b415dc4f87cc43",7
"0f53e4db4e1d935220ce0e073679da13",2
"0f591040f466273e08bc5822ac0e6e0c",5
"0f591c75dcab3a80ba374bd6ae2b3383",1
"0f5a16c63c7f0e1722371d4e82d36be8",3
"0f5ae52265d03e2fdb18883d5a415f9c",8
"0f5ef0784198a2f8958013cf708ddfc7",10
"0f6050fb886066b80c79d9e548d9ebd9",3
"0f61b3be0dc38455defb28b440b92e15",1
"0f63d967485a8d363e0b39e4ae7252a0",1
"0f6423bf59975f17d45c2c3c879881a3",2
"0f65717b6f25d387e771e991fb1525e5",2
"0f664db9d166b330d789f00fcb44fb45",4
"0f68852906f82ee9a4938bf7b562f2ea",1
"0f69691c9b91e941f61ca7ce253ebb60",6
"0f6a967245493fbe4b7c0071b3d05a15",1
"0f6b82a71f2192a6db191d0a0914e7ed",3
"0f6fb21de310a050e1bc3195f7acd88c",4
"0f6fd82d657d216f6206f367ecfa4574",4
"0f6fdad1009db087dc6083f4f42dd0be",3
"0f7122e7d938615aaddc19e2531753fd",14
"0f717aa91a53ccebb2f5ed9c43d0d48a",5
"0f753b55d7ddce9d1b520242b9a4fc2e",1
"0f75cc13e9c0704c985c348079256d91",1
"0f79c54d3e96c6a69045f3b65c2df180",1
"0f7a0736669953f920e9e87ce6279487",5
"0f7a5240ea38c2c0601ecdbc0ebb6072",7
"0f7a58c133fc7797ccb7bac7c9910397",1
"0f7c6382a05d3691c7b9f95992f315a4",1
"0f7ca97a17c37dc0df59430ef62c074e",3
"0f7e1071af3542deab4393cf1e29de2f",3
"0f8306257189ed013725d5ce6d8c1e45",2
"0f8311d836aef89db6277086660ad66b",1
"0f833a66bd9a3385f8d443d94926974c",1
"0f8342d6187ed515fc8337041d3e8480",1
"0f837f6b5cafb232a20a2dec453e64ac",4
"0f84126fc74e0e56e16714def9669395",1
"0f86adcd1f0c38381cbf7565809e159f",3
"0f89bd0f1cdefb02144cbf4b27a14147",1
"0f8a21fecc7ce27184876a03b321bcdf",1
"0f8a2208006403479c0b6ced8119ae95",2
"0f8d1988d339c510fe3a1b299b5d46b4",3
"0f907faeb6d53a7f3b25f9deebab8b3f",1
"0f91776537143dccebef4f00350216dc",4
"0f93fb4442aa6bbb9d34156bf7d3f026",3
"0f94b9695e681f5b3bbb8ce1540aff99",1
"0f954d24e76b451f952fa31d01c88ea5",1
"0f9630280980881a77ab7749304d917b",5
"0f96ba034b749b1727322e1b6048b52c",2
"0f99d785c237dc806cebf343229c9400",2
"0f99d90765c7d675ac1f5ecd81ebb1fd",1
"0f9ac57b81646b85c2be2264bf9ae3e9",2
"0f9b27f5acf1b61bf6e94f5b691f9128",2
"0f9bac04261ac3af7f97445b87016e72",3
"0f9d1dbdad31da2bdf22fafbfb2dae29",1
"0f9e666afc5bf2d87fd7aec50027cdb1",4
"0f9f712efbe33a1cb6d347f8d866214a",2
"0fa059ec22f5f6754e8a35a929c55bcd",4
"0fa35c1b618a79908180cfe514759c14",14
"0fa9b7da27cb1f3e7bba8bc1e76160fc",5
"0fa9d51b7364d764777c6ab5af0eaab8",2
"0faa76ecccebaa3f282f35a2b169eda2",3
"0fab650cc4d2aab1b144970385433ea6",2
"0fac3213b899dd6d8846cc3b355da1e9",1
"0fac6dde18e1c71330d8214556f0f372",1
"0faee95084a4756566408ad6d6ffd13b",1
"0fb349206a05947b9bfd5f06830fcc46",6
"0fb3bb7246deabfe4fd9f4075a6212af",2
"0fb5dfbf376b3a5b936f02380af2ff03",9
"0fb6408874e9b7a34ea9f949217bb065",3
"0fb70db6c64ea008d16dde193b8c0361",1
"0fb9af4d4ab7af4dd0d71d40b6ca0034",1
"0fbbfe51edd947669f682c6a374e07cd",1
"0fbd89058fd2dced2882d9645458cb9e",4
"0fbdbcd34879e672ac05fa6dd38dcb08",4
"0fc05acdf64aec14f9fa95584a55466c",2
"0fc07116a02b05b7b804bd607d6cea4a",1
"0fc0cd645ebbf78a183ae20b5d7b8e34",1
"0fc67b6391fe4ea830f833c879d407a7",8
"0fcab1a80c565b874e8f5ec41940d429",2
"0fcb45bc9c2ad83274fbde8c34c4ac0c",1
"0fcb84af0786d3dec29072b19b9b5f8b",3
"0fcbc727e466bb5d31fcad63d22a46c2",1
"0fd0a752d84ed57beeb6f73e8f0eb3fe",1
"0fd0b6abbcbc04dac98992d94db4c58d",1
"0fd20b469cb87db81fb06dce42575702",1
"0fd4b05fb35532b33ad744cb62205867",5
"0fd5a7807c22af17781ad458add5a9e8",5
"0fd768ea6cb9991d6650f023171cfbe4",11
"0fd785494fdc764a7a43f1ed4e4a4a29",6
"0fd909116da619b115473374bfcb3938",5
"0fdb256ddec8b02dac3978d7e3213322",1
"0fdec23b9b52f7fff662ca7c7137dd3b",11
"0fe25cf7296e47fd2a2c8b3bb8c9b3cc",8
"0fe49a852c2c1d0945deb0ff0853d98b",3
"0fe534371ad16bd9548d889aacf70109",3
"0fe5f4404bb0fbae5df9c119cae175a9",1
"0fe648e0eb378dd56450929a4b6ca62d",1
"0fe87e1b74d3aac2b2d287d7330477f1",21
"0feaaffe40934365c23948b4da6ad77d",1
"0feacfdcc6bf813424f5606a01d5f7dd",1
"0fec9cd1ea2f985259e256d2b14e23ae",1
"0feeb1db008b1bb59f661d3c396cc7ca",1
"0ff1481f66e0ac2e8b063bb01de7d188",4
"0ff2d38d7b9b18b06e53bf0e2b676d54",6
"0ff68827e7cb5209d181f1b0b011f4fa",8
"0ff6921e33183bed94ba63041bb6e882",1
"0ff8c7ed1ab6f547aefa85147033c17d",1
"0ff8f6fd41d79c1611f3ad10a20e7ae9",2
"0ff9131e3fd6bb944d368656c501fefd",6
"0ffe1ca7236230dee5ba338c9e82ad4d",2
"0fffef71fd0b20cefabecf9dc621c869",3
"100035456c6678fc8884e11de523c1ff",2
"1000b449417ee31c8f87762879c09d72",2
"100302936205f7b28ea3fb7a3f4ac431",1
"1003368a1c51aa4d95a8e596c449b576",1
"1003bc689bd22ef004d66d62c4848575",10
"1003f82c854e12d62641bf07c14de02e",3
"100640c902776a49910978bf566059dc",2
"1009eca815628b9a0dd947e2f0d8669a",4
"100ae91fe26833feb21965c18822c87b",1
"100b6fd9ff74947361661d1fdefcc9a1",1
"100cbf752484c78a2e6532d5d5bb2830",2
"100e220c3a523ab09de9642462626ee8",1
"100ea275c1df614f79de130520d61428",2
"10140a3f3f743b6de725739fcb4b10fa",1
"10140aff5a9b15a5920b86459df81bce",3
"10147d10ed38f556ec2374769e823e5d",6
"10162cae1d36f605d2cca903b3fe22ec",2
"1016c4eae2164bae75b4f9a4243d70b0",11
"1018eedb262e61571317417c85739fe9",2
"10199d43b8b166159ec40a9f5f562231",2
"101cf4cc9a072db45f1a899417a89155",3
"101d8db1ac1f90711b8a05af372e5527",10
"10206b16100b8648432e3ab551924095",2
"10206fafa6062981b88c2f42dd1a6521",14
"1021ac1f1f30f6d8e18e123438cacadc",1
"1021ac81261f41603d29dc2729fa0ed3",2
"10222aa95dcc51a5bace3ebcd9270594",2
"102259209973d3e46ebe68de15726d02",2
"1023e56a626d7f9ab30e7f3cab691e1d",1
"102545def4b1d1db62634778fe432920",2
"1028a6ce8fede300782417443ae2bf34",16
"102bf42b41225d457c9841ec0bd66e50",1
"102ef68c611a9bb9071d41cb7587a912",2
"102fecba2dca7884291443a40132d200",2
"103110af157d5a47930e0076a80a64f7",2
"103110be546d7b50c7c1569d0af5ae8c",8
"10312f61a458d824302f37eb8ccd13ad",10
"10329d9397dd7813934c95f34613e9c4",2
"1034653aac3b4a0c841a8e9b04266747",2
"1035c7b232c34944caff80b602ef3ef6",5
"1036d1041b3f6546a88702f52734dde9",2
"1039ff0356f08de4bf7b21fbd9cb70f5",3
"103aaa93f3268fbc61bf56ad7e6ba8ae",1
"103ac04f3e6931c7d65003349f6611d8",1
"103b4f74df02682c72b2801d9f12e0c7",1
"103c39ed6b54987200af217a7367e5a3",1
"103d20d38b948308d7f6ff5cec924e42",1
"103f9e034b68db6ba81cefaafd73ff6b",5
"1040a4e81c46222e90ac3660fa37c892",1
"1044ade52e7741a43152db4b50802458",1
"1045024ac84e32b48bde146db42b8480",7
"1045e7df04eb388279670ad5d3fdb2bb",2
"10466b9b6a1b0491ba7ad9e99d61c4bd",1
"1046c3b52f681f34129f9351f66838b4",2
"1046d8e6d1ff1d80876a07964257a7c3",2
"10470b024305bb2a59708c23edff0fb6",1
"10484bcdc106d1571c1e7609282c8420",8
"104938b0c252472022eb2b05ac7e0f4f",2
"104a181f6f6e6750cc39a3a6d670c7aa",1
"104e3925b3eed0a5815dac38f294005b",15
"104e53dc9afb7bd4dbb00be26e53a493",6
"104f215a125cc8e705dbaad6f8cf3f46",1
"1050b0dd884e7638149dedf13e420bc7",3
"105121fa1a551d784805be1948c1db2b",11
"105159a3eaeeab618a1df9d8c197493d",12
"1052747684afe89dc499591f9896a6a4",4
"1052c720881a0502193cc6189c74fa3d",2
"105333e27eb301d7c4579fa461303702",2
